name,address,rating,user_ratings_total,latitude,longitude,reviews,after_comma,BORO,CUISINE DESCRIPTION,final_grade
CAFE LUNA,"1300 Hylan Blvd, Staten Island",4.4,329,40.5968037,-74.0850755,"['We went here on a Tuesday night so the restaurant was relatively quiet. Staff was very attentive and pleasant. Food was served quickly nobody had any complaints about their meals and everything was delicious. I personally had the pork chops and peppers very flavorful cooked well and large size portions for all.', 'Cafe Luna is truly a hidden gem that left me beyond impressed, with a warm ambiance and service that exceeded all expectations. From the moment I walked in, I was enveloped in an atmosphere that felt both upscale and welcoming, setting the stage for a perfect evening.\n\nA special shout-out to Alessandro, the remarkable bartender whose passion for his craft shines through in every drink he makes. He not only crafted an espresso martini that was flawless—perfectly balanced with the rich coffee flavor complemented by a velvety smoothness—but also infused the experience with his friendly, personable nature. Alessandro’s warmth and attentiveness made every interaction feel special. It’s rare to find someone who combines skill with such a genuine, inviting spirit, and it made the evening unforgettable.\n\nCafe Luna’s service standards are exceptional, and Alessandro sets the bar even higher. Every restaurant could benefit from someone with his charm, talent, and dedication to making patrons feel at home. If you’re lucky enough to stop by, make sure to let Alessandro surprise you with one of his creations—it’s an experience that will make you look forward to coming back. Highly recommend this fantastic establishment!', 'The hospitality was amazing and so was the food!! Everything there tastes very fresh and definitely expresses the classic dishes from the Italian cuisine.', ""I've been eating here for the past 15+ years. I've tried almost everything on the menu and have yet to get stuck. The food has always been great, with no issues. The pizza options are excellent, too. The atmosphere is very relaxing. All the employees are well-versed and polite. Every time I eat at Cafe Luna, I leave satisfied. The prices are reasonable for the portions served."", 'Why go to dominos when you can get this beautiful pizza 3 stores down! Cafe Luna has the best pizza in Staten Island hands down!']",Staten Island,Staten Island,American,A
KUSHI ASIAN FUSION,"1934 86th St, Brooklyn",4.1,399,40.6052206,-73.9998176,"['The anime walls and One Piece decor at Kushi Asian Fusion added to its fun ramen shop vibe. Friendly staff made the experience even better.\n\nThe food was decent for a budget-friendly, casual restaurant, with generous portions that left us satisfied, though the sushi rolls fell apart easily and the spicy miso ramen broth tasted a bit like instant seasoning.\n\nOverall, a solid spot for a casual meal with a cool atmosphere.', 'This is an Asian fusion restaurant with Japanese, Chinese and Thai food.  The restaurant has a long section for preparing sushi.  I ordered the sushi and sashimi combination which included a California roll.  I also added an eel avocado roll with a side salad.   The food was fresh and had very good taste.  Friendly and helpful staff.', 'Amazing Udon and Pork belly. Buns are great as well. This place is delicious, looks great (fusion), really well priced. I think 2 people can eat dinner here and pay $30-$40. I was surprised there reviews here are not closer to 5 stars. I lived in Brooklyn all my life and work in Midtown Manhattan. I can compare this place to quite a few places but it’s absolutely delicious and cheap and the atmosphere is fantastic. Highly recommend!', 'My wife and I really loved this place and came here all the time. The waiter Sandra remembered us and always greeted us warmly and smiled. Now she is gone and this place seems to have lost its life for us, the portions have become smaller, the waiter guy and the new girl with glasses are not friendly, they serve rudely and look with contempt as if this is their establishment. Most likely today is our last visit to this establishment 💔 and the last time they served us food with a spoon today, which finally finished me off 😐', ""20240424:; love the one piece references, though i have not watched one episode yet.  i got N1, the tonkatsu noodle with an extra set of noodle.  the pork was dry , not soft as it should be.   but the soup and noodle made up for it. the pork katsu rice was yummy especially with the spicy mayo that's normally for rolls""]",Brooklyn,Brooklyn,Japanese,A
JAC MAO,"1771 Hylan Blvd, Staten Island",4.2,481,40.5858884,-74.09297029999999,"[""Our first time visiting. Nicely decorated big open room. The staff and owner super personable. The food was absolutely fantastic. We got the ribs, general tsao, beef  with broccoli and young chow fried rice. I can't wait to go back to try more things!"", ""I came here a few weeks ago with some friends and the place was really busy but we were able to get seating fairly quickly. The staff was very welcoming as we walked in. Despite it being very busy, the service was great. Everything we asked for we got without having to ask twice.\n\nI'm a pretty picky sushi eater but I have to say that their sushi was so fresh and top notch. You can definitely tell they source great fish. For the amount of food we ordered, I thought it was a great value for premium sushi.\n\nEven though we didn't sit at the bar, the bartender seemed very nice and engaging to all the guests. Seems like a great place to come for happy hour. I'll definitely check out next time for that! Keep up the good work."", 'Food was OK. Not the best Chinese I’ve had. Had zero taste and didn’t taste fresh. I don’t know. I’ve always heard they’re the best on Staten Island. Maybe I caught them on a bad day.', ""We ordered a soup and it tasted really bad an old. We didn't even finish eating it after 2 spoons. Second, the person serving didn't even ask us why we didn't eat it. The waiter just took the soup upset we didn't eat it.  Then he gave us a plate that had grease on it and dirty. No apologies or anything. The waiter just said here take this plate. When a person goes out for dinner to a restaurant the minimum people expect is decent service, the food and service were horrible.  Hopefully, they change their ways. It's not free we paying for the food."", ""I started with vegetable wonton soup. We were served plenty of (2 servings) of crispy noodles  w/mustard  & duck sauce. House special fried rice (w/shrimp,chicken,beef). Egg roll, Dim Sim, boneless spareribs, pan fried vegetable wonton, and a few sushi rolls. All delicious! Not rushed. Waiter was pleasant. Plenty of parking. Martinis🍸🍸 from the bar were also perfect👌. Great sit down chinese food dinner I'm Staten Island.""]",Staten Island,Staten Island,Chinese,A
EL MEXICANO RESTAURANT & CAFE IV,"1758 Bath Ave, Brooklyn",4.4,49,40.6039942,-74.00677300000001,"['If I can give. 10 stars. I would. The food really good. The birria tacos taste good. And the shrimp soup tasted amazing has some spice to it with that seafood taste. Their quesadillas are a good size. And their cemitas will fill you up. Definitely will be coming back', 'Update: I have found a staple in my food on THREE occasions. My shrimp have come still raw on two occasions. The girl answering the phone is rude. She ignores any requests made so if we asked for dressing on the side, she has them put it on anyway so my coworker can’t eat it. Countless times we have not received pita bread and dressings that are supposed to come with it. But again, STAPLES IN OUR FOOD! RAW seafood. This place has really gone down the drain. Oh! And if you order through an online platform, they will adjust your price AFTER it’s been ordered for unknown reasons that they do not if you order over the phone. FINALLY, when you call to see where your food is after an hour, the girl answering the phone will tell you that Iver allows them more time. However if you call Uber, they will refund ok because it has already been more than the latest time they allow. SUCKS!', 'Its a small place, almost cozy. The food was great, got a salmon quesadilla for 11 dollars and got this humongous plate i wasnt expecting. My family got other things for the same price and got equally big quatities. Althought i would ask for a little more spice next time', 'Really fast and attentive. The guy working the cashier is friendly, helpful and always picks up the phone with good manners.\n\nThe food is always neatly packed and tasty.', 'I order delivery from here often. The food and service is consistently great! I would give more than 5 stars if I could!']",Brooklyn,Brooklyn,Chinese,B
ASSAIA RESTAURANT CLUB & LOUNGE,"2158 Bath Ave, Brooklyn",4.5,267,40.5987082,-73.9980045,"['Great khachapuri, mediocre service, heavily overpriced.\n\nOur family visited Assaia restaurant in Sep 2024 to celebrate a birthday. Expectations were high based on good reviews, the menu, and the pictures, but unfortunately it turned out to be a 3-star experience :(\n\nGood\nThe food was mostly very tasty and delightful. Some dishes were truly delicious (Khachapuri Adjaruli and Megruli, Elarji), others were good with some flaws. See details on each dish at the bottom.\nThe atmosphere and ambience on the patio were nice.\n\nBad\nWe were seated on backyard patio, at metal tables with perforated surface with no table cloth. Later in the evening the oil from khachapuri dripped through the table holes and stained our clothes. Metal chairs were uneven with no pillows. The umbrellas above the tables were shabby with holes on top.\nI pre-ordered few appetizers and a bread. Appetizers were on the table and there were number of flies sitting on them which immediately made a bad impression. There was no bread and we didn\'t get it until much later when we were already eating.\nThey didn\'t have any still or just tap water and no non-sparkling soft drinks except home-made ""compote"" from feijoa. No juice, no lemonade. One of us had to go out to a grocery store to buy some juice for kids. They only had Georgian mineral sparkling water ""Borjomi"". I don\'t mind ""Borjomi"", but kids won\'t drink it! For each bottle of Borjomi (small) we got charged $5.\nThe entrees came all at different times so some people were eating and others were watching.\nAt the end we were told there was no dessert available. None.\nThe prices on some dishes were ridiculously high and all prices were substantially higher than ones listed on restaurant\'s website. The most bizarre prices were on chicken shish kebab of 5 pieces (big) at $20 with no side included, the side of French fries at $10, and pkhali trio (three little rolls of Georgian salads) at $22(!).\n\nFood ordered\nAdjapsandali (eggplant salad) - though looking good it was plain and tasteless. I tried the dish before in many different places and this adjapsandali was by far the worst.\nPkhali trio (three little rolls of Georgian salads) - these were good, like you would usually get in a Georgian restaurant.\nBazhe (walnut dipping sauce) with Chicken - the bazhe itself (sauce) was delicious and perfect. Chicken was dry, tough, and had a lot of bones.\nElarji (Georgian cheese baked with corn flour) - this was excellent and was gone in no time! Best elarji I tried so far!\nKhachapuri Adjaruli - fresh, perfectly baked, generously filled with cheese - it was scrumptious! Perfect! We had to stir the egg and butter with cheese ourselves though... I would come to this restaurant again despite all the bads just to have this Adjaruli.\nKhachapuri Megruli - delicious, juicy, with tons of cheese! It was somewhat salty, but I liked it and I believe it\'s supposed to be like this.\nMegruli Kharcho - kharcho itself was great with good amount meat. Some meat pieces however were very tough and hardly chewable. We ordered two of this. For some reason one portion had mostly good and tender meat pieces while the second had mostly not chewable ones.\nChakapuli (veal with tarragon and herbs) - this one was good and tasty, like you would usually get in a Georgian restaurant. Nothing extraordinary. No side included.\nShkmeruli (chicken in white garlic sauce) - the sauce was delicious, but the chicken pieces were so bony there was almost no meat! And the portion itself was tiny (see the picture) though priced at $24. I\'m sure it could be done better :( No side included.\nKhinkali (Georgian dumplings) with lamb - the filling meat and the broth were very tasty and flavorful. The dumplings however were too big and hence had too much dough for the amount of filling in them. Certainly not the best khinkali.\nChicken Mtsvadi (shish kebab) - chicken was fresh, tender, and juicy. Our kids loved it! Not including fries or any side with it was shame.\n\nUnfortunately, we cannot recommend this restaurant except just for a perfect khachapuri.', 'OMG! What an incredible find! We stumbled upon this restaurant and were warmly welcomed by DAVID who provided outstanding recommendations on Georgian cuisine. I was so surprised to find a few extraordinary vegan and gluten free items on the menu that blew me away! Their classic Georgian salad and bean stew offered exciting flavors and presentation. My friend took a more traditional route and ordered the beef dumplings and the cheese bread with the poached egg (apologies for not citing the correct Georgian dishes). All of her dishes were delicious and could easily feed 2-3 people. Portions are generous, food us fresh, and the hospitality is 10 stars! We are not from the area, and really appreciated the vibe of the place. We will definitely come back!! Bravo to the chef!!!', 'Some of the best Georgian food I’ve ever had. Beautiful space and gracious service. Definitely make a special trip for this one!', 'I don\'t like to put negative reviews, but in this case, I have to do it.\n\nThe real food not like at the photo.\n\nI ordered mtsabi (lamb kebab) and grilled vegetables. Bitter meat, vegetables are not tasty.\nWorst of all, my colleague was not given her order as it looks in the photo.\n\nThe girl in the restaurant tried to deal with me because of a complaint from my colleague, and in the end she agreed to provide bread, but twice told ""this is a ""jift"".\n\nKeep your gift, you just lost a few new clients.\n\nP.S. After reading the response\n\nThank you for your bread/lavash, which I had to come for, spent the time and listen to the whims of the waiter, but this cannot be a ""gift"", the bread is part of the dish (see your pictures better). As the response of the management is the same as the service, I hope it will be unchanged shown the prospective clients who they\'ll have to deal with.\n\nI had to look firstly the reviews, not your pictures, this is my bad :)', ""Didn't have a chance to eat inside, so ordered to go.\nThe food is great ( hinkali, manty, harcho )\nPrices are average\nRecommended""]",Brooklyn,Brooklyn,Mexican,A
CHF CHINESE RESTAURANT,"5411 5th Ave, Brooklyn",4.4,106,40.64257449999999,-74.0127734,"['I stumbled across CHF at lunchtime. Great $7.95 lunch specials. The bean curd with mushrooms was fresh and delicious. Friendly service and restaurant is very clean.', 'They serve good portions, and the food taste good. The lo mein roast pork and chicken has a nice garlic taste. The sesame chicken you get a whole tray full of it with a side of white rice and drink for lunch special. Had a small party and the food was all good.', 'This is my first order from this restaurant and what I got was so unexpectedly amazing. I’ve never seen better price with such good food in another place. In other places lunch meals are way more expensive, but here they have great price and comes with bottle soda too. Their chicken is from white meat back then was always dark meat; I’m always going to order from them now. Great quality food and awesome price.', ""I didn't want to leave NY without having Chinese food. This place was not a  disappointment. Will definitely be back when I'm in town. My meal was less than $11"", 'The best Chinese food in Sunset Park with cheap prices + generous portions. Been to many others in the area and none of them compare to the taste + price + portions + cleanliness + & the nice people there. CHF is a must-try.']",Brooklyn,Brooklyn,Chinese,B
LUCKY EIGHT,"5204 8th Ave, Brooklyn",4.1,437,40.6399469,-74.0051405,"[""We had a fantastic lunch at this Cantonese restaurant! The staff was exceptionally friendly, making us feel welcome right away. The food, especially the roasted duck and honey roasted pork, was a hit with the whole family – flavorful, perfectly cooked, and clearly made with care. Even my kids couldn’t get enough of it! The prices were reasonable, adding to the overall great value. It’s a cozy spot with an inviting atmosphere and a menu that impresses. We'll definitely be back for more of their delicious offerings!"", 'It’s been a while since we were here and a lot has changed. They closed down their huge basement dining area and the food could use a pick me up. Service is great thou.\n\nWe had a good time since we pretty much the only customer booked for the whole dining room for a birthday. They are very accommodating  and service is good enough.\n\nFood is good but I remember they used to be better. Sizzling beef should be sizzling but it barely any smoke. Rest of the food is up par but just not really good.\n\nThe positive part is the fact the place is quieter and spacious than rest of the other places. We get to have a quiet and decent family dinner.', 'While this spot may not look like much from the outside it’s a solid choice for great food.\n\nWe decided to explore the Sunset Park area, and while browsing reviews, menus and windows, we settled on Lucky eight.\n\nTo be 100% honest there were at least three groups of women that went in before us, and to me that was an indication that the food must be good as they might traditionally be the ones preparing food in their homes, and if they want to eat here, so do I .\n\nThe dining room is simple with a tank of lobsters and fish when you walk in, not all looking that spry but who would.\n\nWe ordered slightly blindly off the lunch special menu, which was a great value. The egg drop soup was delicious and all of the other portions were quite large. Sweet-and-sour chicken scored, high marks, and there was some “boiled chicken” that came with a delicious ginger garlic sauce on the side that I can highly recommend.\n\nWe always order snow pea leaves as they are often super fresh and delicious and that is exactly what we received here at Lucky eight. Another great choice if you want to get your greens in.\n\nI had wanted to order roasted pork ribs, but ended up with sweet-and-sour pork, which was good, but was heavy on the pineapple, I should be expected, my bad.\n\nThe tea was on the table instantly and dark and delicious. The service was jovial and fun and efficient.\n\nIf you were in the area and looking for a quick and easy lunch this is a great option.', 'Pretty tasty food.  Our family just got back from Guangzhou and we were craving authentic Cantonese food— Lucky Eight hit the spot.   We went there for dinner and the restaurant was 2/3 full and it was mostly large groups that came in.   Food came fairly quickly.  Everything tastes good albeit a tad on the saltier side.   Pricing was moderate $48 for 4 dishes.  Portion size was decent.  Roast pork was a lot of food!  We’d definitely come back. p.s. the salty peanuts we so yummy.  My 4 year old wanted me to ask the waiter to box them up. I opted to put them in a napkin instead.  :)', 'Long Live Lucky Eight.\nMy family and I have been coming here for many moons and while adjusting to the new menu/management we were able to feel right at home. The key here is knowing what to order, and that can only be done with a little trial and error or by following our lead with the pictured dishes : )\n\nThis is authentic cuisine and not your typical take-out establishment. Be a little adventurous and enjoy the Michelin Recommended Restaurant.']",Brooklyn,Brooklyn,Mexican,A
HYLAN CURRY & GRILL,"1476 Hylan Blvd, Staten Island",4.5,116,40.5922622,-74.08710649999999,"['Visited this place for a group dinner party yesterday. The food was delicious with very friendly service. This corner institution offers good Indian/Nepali food on this busy thoroughfare (Hylan Ave) in Staten Island, NY. It has a small parking lot behind for about 6 vehicles, but there is lots of street parking available in the residential neighborhood behind. We were a group of about 65 adults and booked the place for our event. Will definitely patronize this place again!', 'Excellent. Formerly Indian Xpress 2, Hylan Curry & Grill has been operational for about a year now. Stopped in for a quick bite and tried their fantastic lunch menu.\n\nLots of vegan and vegetarian options, which is always welcome. The food was spectacular; it is a huge step up from Taste of India II in New Dorp.\n\nWill definitely be back.', ""Tasty, definitely a little different from other Indian places I've been. I'll be back to try some Nepalese dishes. Came back today to check out the Sunday buffet. Everything was delicious and for $16.95 per person its a great deal too."", ""We had dinner here on a weeknight. First the positives - (1) the food was excellent -  we ordered the samosa chat, chicken momo, mixed grill and paneer makhani along with a mixed bread basket (2) everything was good quality, well-prepared and portions were quite generous. (3) Prices are very fair, good value. (4) tables are nicely set with tablecloths and cloth napkins and seats are pretty comfortable. (5) service is friendly and we were not rushed at all. Now the negatives - (1) the lighting is terrible, very bright and harsh like fluorescent lights, not at all conducive to a relaxing dining experience. (2) they play the same monotonous flute music constantly - it's on the loud side and we found it pretty annoying (3) they have a liquor license but don't seem to know what to do with it - they basically sell liquor by the shot, and you can mix it with soda if you want, they didn't even have tonic water and also didn't have the mixers needed for the few cocktails offered on the menu. We saw some bottles of wine and beer in a cooler next to the bar but there is no wine list or even a list of beers available provided. Highly recommend the food but not a great in-house dining experience."", ""This place is phenomenal. I was in the mood for Indian food and just threw it into a Google search and drove to this place. Parking in the back. Ordered Samosas and butter chicken with basmati rice. This is the closest thing to authentic Indian food that I've had in a while. Happy for the delicious food and great experience.""]",Staten Island,Staten Island,Mexican,A
ALELI MEXICAN RESTAURANT,"7804 3rd Ave, Brooklyn",4.6,178,40.6291802,-74.02889979999999,"['Spacious, clean  smiling staff and the food is fantastic! Fresh, tasty and unique menu. Not a ridiculously large menu which I appreciate and enough unique items to make it a must come back type of place . Congrats!', 'I got a chicken burrito with guacamole to go and it was absolutely delicious. Perfect flavors, and portion size. Chicken was juicy and as a healthy eater I appreciate the spinach inside. The guacamole was tasty and fresh. Also the restaurant has a very modern and minimalist aesthetic that makes it great to dine in at any time of the day. I am coming back to try the tacos and enchiladas next. Great restaurant in Bay Ridge.', 'Absolutely delicious experience every time we go there. A gem in the heart of Bay Ridge. Some of our favorite dishes are fish tacos, octopus appetizer, street corn, shrimp quesadillas and high quality drinks. Pleasant atmosphere, excellent service, great music, this is our go to for Mexican food!', ""Update: still amazingly fresh and delicious. Strong quality drinks.\n\nAlways fresh and flavorful--presentation on point.  I've dined here since the pandemic, and the quality has always been excellent. Ambiance is so peaceful and vibrant. The owners of this business are incredibly humble. They had to push their grand opening once the pandemic hit but I'm glad they persevered. If you're surprised it's a quiet spot, enjoy it while it lasts. Every dish is made delicately and bursting with flavour. And forgot to mention: ample vegan and gluten free options"", 'Oh my God sooooo freaking good!!! This has got to be one of the best authentic Mexican restaurants I’ve tried here in bay ridge. Everything was so flavorful and beautifully presented. Nice atmosphere cool waiters! 10/10 try it ASAP they have taco Tuesday specials and Margaritas for Thursdays.']",Brooklyn,Brooklyn,Mexican,A
THE CHINESE KITCHEN,"201 New Dorp Ln, Staten Island",3.7,93,40.5730556,-74.1141667,"[""It was one of the worst dining experiences you can ever have. I know it's New Year's Eve and you're getting slammed food didn't come out on time we had no silverware I ordered of soda we had no cups. At the end of dinner no fortune cookies no offer to purchase dessert. My bill was $450 you would think they would offer a fortune cookie and some fruit. Can't blame the waiter you was all alone. This is bad management."", 'Great beef on a stick. ........\nWhy would you serve grand marnier shrimp on lettuce? No fruits or anything with the plate? Sizzling steak sauce was a little too rich with soy sauce.\nHowever,  I cannot fault the service.  Our server was excellent. And the hostess was very kind to our son.', 'The best spareribs in the five boroughs! Tons of meat on them, not skimpy. Best restaurant on the island. The food is always fresh and delicious, with large portions. Furthermore, the restaurant is clean, and Jackie the owner is very accommodating. Highly recommended!', ""Very old school place with the best egg rolls on the island (you can hear a snap when you break them open...perfect.)\nDining room service was wonderful. And while I like the vintage 70's look of the place, it does give off a bit of a dingy vibe."", 'Never been to this place before, I decided to come here with my boyfriend and his father for dinner. The food was just horrible. We ordered spare ribs. They came out dry and tough to chew. Instead of complaining in front of everyone in the dining area I got up and went to speak with the lady privately. I informed her that the ribs were dry and tough. Hard to chew. She just looked at me like I was crazy. She then came over to our table. Full platesof food just sitting there and basically just stared at us. Winton soup was bland and had no flavor at all. Paid 52.00 for food that none of us even ate. I will not recommend this place to anyone. Horrible first time experience and we will not be going back there!!!']",Staten Island,Staten Island,Mexican,A
ROUNDABOUT RESTAURANT,"950 4th Ave, Brooklyn",5.0,9,40.6545619,-74.0044672,"['I recently enjoyed a visit to this restaurant, savoring their tacos de res, chuchito de pollo, and a refreshing strawberry shake. The dining area was comfortable and beautifully decorated, and the service was friendly and efficient. I appreciated the quick takeout process, though I regret not dining in to enjoy a few more tacos. Definitely a must-visit for a memorable and delicious meal!', 'The milkshake was a tad thin, but the chicken sandwich was the best I have ever eaten.', 'Delicious tamales rice with chicken best I ever had and there big and not expensive', 'If you found roundabout restaurant, congratulations, amazing Guatemalan food.', 'Got the chuchitos (kind of like tamales from some other countries, Guatemalan tamales have rice). Really delicious and inexpensive. A hidden gem']",Brooklyn,Brooklyn,Mexican,A
POLONICA RESTAURANT,"8303 3rd Ave, Brooklyn",4.5,253,40.6254807,-74.029996,"['Never did like perogies, that is until I had them here. Went to college in the Wilkes-Barre/Scranton area of Northeastern PA. Large Polish population there and it seemed everything had something pierogi, even milkshakes (just kidding as that would be a horrible combo). Just never developed a taste for them. One day after passing by this place a million times my wife suggested we stop in and check it out. Should have stopped in much sooner. Great place. We go there regularly now. Neither the food nor service has ever disappointed us. Nice and cozy inside and it\'s not loud. Common theme in my reviews...hate loud.\n\nOn our last go round there my son and grandson  (they both love eating here) accompanied us. Of course we ordered perogies (cheese and potato) and gobbled these tasty fellows in a heartbeat. We usually get the fried ones, but the boiled ones are just as good. A must have appetizer. Surowka, which is the house salad, is especially good and is provided with most entrees. It consists of petit servings of red cabbage, sauerkraut, cole slaw, beets and shredded carrots. Was a surprise the first time we ate there as we didn\'t know it was included with our entrée. Looked at each other and said ""what\'s this?"". Now we look forward to it. So many different flavors. So tasty and a perfect accompaniment to your meal. Had another favorite that we\'ve ordered quite a few times...Hungarian pancakes. Indescribably delicious. A must have. Portion size is such that you could easily share it. The Kotlet Szefowski,  Chef\'s Pork Chop, is another must have. Melts in your mouth...so tender. It is topped with mushrooms and mozzarella that adds a bang to the tender and delicious pork chop residing underneath. The menu description notes ""it will melt in your mouth"" and they are not kidding. Could go on and on about the various dishes we\'ve had here, but I don\'t want this to be the longest review ever. So definitely try their Stuffed Kielbasa,  Stuffed Chicken breast, Beef Goulash and even their decidedly not Polish Fish and Chips (a safe bet for a friend or child who is not adventurous or doesn\'t like authentic ethnic food). Every one a solid choice that are10 stars out of ten.  BTW...Don\'t forget  to order a Blintz for dessert. They are amazing. My son is a beer aficionado and usually has a Tyskie beer to go with his meal. A nice smooth beer.', 'I think this is the best restaurant in Bay Ridge.  Granted I have a Polish family so I grew up on this style of food but it’s simply outstanding.  Light dumplings, delicious and perfectly done meat dishes and the soups are fantastic.  Everything tastes home made and it even holds up to delivery.  Can’t recommend this place enough!', 'Great pyzy and Hungarian pancakes (placki ziemniaczane)! I highly recommend! The tripe soup (flaki) was mouth-gasmic! Run to this place!', ""I had a very enjoyable lunch here. I got the sampler to go with boiled perogies and kielbasa.\n\nThe Kielbasa was very flavorful, the stuffed cabbage was loaded with meat, and the perogies were so moist. The sides all had distinctly different tasts. Tart saurkraut, sweet carrots, earthy sweet beets, light cole slaw, and strong purple cabbage.\n\nCan't wait to get a perogie sampler and some borscht next time."", ""Authentic food and very generous plates. Service was great once we got our servers attention. Atmosphere is amazing and the place fills up quickly.\nThe stroganoff is different than what I'm used to - it has more of tomato forward taste - perhaps there's a difference in stroganoff flavor profiles from different countries.""]",Brooklyn,Brooklyn,Mexican,A
ISTANBUL BAY AUTHENTIC MEDITERRANEAN RESTAURANT,"500-502 Bay St, Staten Island",5.0,178,40.6297799,-74.07692999999999,"['Amazing place, I just came back from Turkey and this place is on par, if not better than best restaurants in Turkey. They use good quality olive oil, which is a rare find among restaurants these days. Atmosphere is amazing. They have a covered outside terrace. Highly recommended.', 'Absolutely incredible food. Everything is so flavorful! And the service was excellent. My husband and I stopped here after taking the Staten Island ferry back from NYC. This place is only 5 min away from the ferry terminal. This will definitely be a regular stop on our trips back from New York City.', 'I live nearby and was excited to hear we have a new restaurant in the area. We sat outside in the outdoor space and it was truly gorgeous. The vibe and aesthetic definitely made me feel like I was no longer in Staten Island. All of the wait staff were extremely kind and the service was excellent.\nThe food was delicious and it was a cute surprise when they brought out the Turkish black tea and fresh fruit.\nWe did bring our own bottle of wine to enjoy with the meal. I would definitely be back to enjoy summer meals in the backyard.', 'Came for lunch with my girlfriend and Alper was our waiter and overall it was a fantastic experience. The service, the ambiance, the music was superb. The outdoor seating area was so cozy and comfortable I felt at home. I would recommend to anyone who wants to try a new restaurant and have amazing food! 10/10!', 'Okay, wow. This place deserves all the reputation, all the stars, and a permanent place in my bookmarks. Very underrated.\n\nTheir outdoor seating area in the back TRANSPORTS you. It’s a vibe you just have to experience, and they have their own branded blankets in case you’re chilly (seriously, this hospitality).\n\nThe staff? So professional, so kind, and so patient (…my first experience was in a party of ~15 of us yuppies).\nOkay, and THE FOOD? Actually incredible too 😭. So many options, amazing value.\nBalloon bread with their dips is a trip, I enjoyed the Turkish tea, their falafel with hummus — wow, and I also shared their small doner — also wow😭. They appeared to be BYOB since friends went out to pick up bottles of wine nearby; the staff accommodated with chilling the white wine.\n\nI don’t know what else to say. We were all blown away. This is a case where I’m glad I’m a cyclist/fisherman who regularly visits Staten Island (…I’m guilty that I’m a Manhattan slicker). I’ll personally be back with eager enthusiasm. Thanks so much, guys.']",Staten Island,Staten Island,American,A
YEMEN WHDAH RESTAURANT,"6726 5th Ave, Brooklyn",4.3,439,40.6348889,-74.02060469999999,"['Deserves less than 3 stars! I usually support Muslim Owned Restaurants, as soon as I walked in, it was a mess!! NO ONE TO ASK, NO ONE TO CLEAN a table which had plates and bones all over. The place was dirty, napkins, forks, food, bones all on the floor. The chairs were torn, I literally dried the table myself!! Took 10+ min just to get a menu. Smh! UNLESS THEY KNOW YOU, THEY DON\'T GREET YOU! SAD!\nA really bad experience. NO PRIVACY IF YOUR COMING WITH FAMILY.\nNevertheless when the food arrived it was warm, fresh looking, 🍗🍖🍚 , the Lamb Haneeth was okay, nothing crazy👍.\nGET YOUR LAMB HANEETH TO GO AND EAT IN THE CAR!!! SMH!\nThe soup was okay. But definitely helps the throat and appetite. The Lamb Haneeth is like $33 (**smth about the bill seemed off**) for a plate of rice and normal amount of meat and on the side they add their veggie/potato curry.\nThey have Qahwah available to customers that can drink, and have condensed milk if they prefer to add. Loved the Qahwah! ""something about the spiced""', 'Delicious food, good service, the price is not high', 'My first time eating food from Yemen was excellent,  I liked the taste.\nAffordable prices and fast service.\nJust pay more attention when cleaning tables and floor.', 'Alhamdulillah, Halal food we found on Brooklyn. Marshallah, Their food is very tasty and delicious. We enjoyed tho... $$ price with delicious food more than fair enough..', 'Remember my last experience?!    Not so good , but now this is the real Yemen food , and better is the service, just amazing, I recommend to everyone! Try it !']",Brooklyn,Brooklyn,Mexican,A
ANTOJITOS MEXICANOS RESTAURANT II,"5814 5th Ave, Brooklyn",4.1,62,40.64038619999999,-74.0154446,"['Loved the pace, good design and details in the decor. Both waitresses we had were wonderful, professional food was delicious, the alcoholic drinks were well balanced!', 'The steak platter and torta de milanesa were just okay. However, the tamarind Margarita with chile had too much pulp, making it difficult to drink, and I believe the seeds were crushed, so be cautious. It was quite spicy, and my stomach was upset afterward. The lemonade drink was not enjoyable. On a positive note, the customer service was good.', 'We had an unforgettable experience at an authentic Mexican restaurant where we celebrated a birthday with friends. From the warm hospitality to the inviting ambiance, we were impressed from the moment we walked in. The beautifully decorated interior and extensive menu options, ranging from classic dishes to more adventurous choices, made it easy to find something for everyone.\n\nWe started with nachos, which were loaded with fresh ingredients and perfectly crispy chips. The steak was cooked to perfection, incredibly tender and flavorful, while the al pastor and carne asada tacos were a standout dish, with expertly seasoned fillings and handmade tortillas. Overall, the outstanding food and festive atmosphere made it a memorable dining experience that we highly recommend to anyone looking for authentic Mexican cuisine.', 'We stopped in for a bite and after reading reviews thought it would great but the food was meh. Our server did not speak any English so it was hard to ask questions or place an order.', 'Tonight I had a cheeseburger\nAnd it wasn’t good\nCuz the beef wasn’t a good beef\nIt was frozen beef!\nWhile I was eating it was dry completely\nI guess cheeseburger are for kids\nImagine if our kids eat freeze food like that\n\nThis restaurant has good recipes\n\nMixiotes are amazing\nTamales are good\nSeafood soup is really good\n\nI recommend for the owners work in cheeseburger lil more\n\nIts like I paid 20 bucks for a burger like that\n\nI love their food but it wasn’t what I expected about cheeseburger']",Brooklyn,Brooklyn,Mexican,A
