name,address,rating,user_ratings_total,latitude,longitude,reviews,after_comma,BORO,CUISINE DESCRIPTION,final_grade
SOL MAYA RESTAURANT,"2061 2nd Ave, New York",4.4,176,40.7905825,-73.9427417,"['My daughter and neighbor, after going to an open school house, decided to get something to eat. We came across this restaurant walking and decided to go in. The food was very good and the service was fast. I ordered the Cuban sandwich with a mirir soñando (it was amazing)! Everyone enjoyed their food. We will definitely go back again.', 'I’ve come to Solmaya for years as I’m a local, and nothing comes close to the quality for the price. No matter what you order on the menu, I guarantee it’ll taste amazing.', ""I remember this location was named Triple A, and now it SolMaya. Love the decorations of the place. I had breakfast take out and didn't dine there, but I will come again."", 'We took my sister there to celebrate her birthday. They treated us great. We had a very enjoyable time. I highly recommend it.', 'Best el pastor taco in Harlem. Pro tip tell George to make you whatever he’s feeling and try all the different dishes & tacos you can']",New York,Manhattan,Mexican,B
HIMALAYAN YAK RESTAURANT,"72-20 Roosevelt Ave, Jackson Heights",4.1,1380,40.7465661,-73.892781,"['I was Introduce to Himalayan Yak thanks to a Yelp event.\n\nI arrived on a Sunday afternoon and had the place all to myself. I sat at the bar and perused the menu. The gentleman greeted me and made me feel welcomed and comfortable.\n\nAs soon as I saw garlic naan that was an absolute must and then for my entrée I decided on the chicken tikka masala. The naan was perfect. It came out pipping hot with ample garlic. I love that for me. The chicken tikka masala was flavorful with a great balance of spices. However the chicken was not as tender as I would have hoped. Overall it was a nice lunch.\n\nJust A Note:\n\nThe offer happy hour and live music.', ""Delicious food and great service! A great date spot with live music on the weekends. The dishes came out fast and were packed with flavour! Highly recommend! From their Aloo Dum to Thali dish, they were all so good that it's hard to pick a favorite."", 'Lovely atmosphere between music and decor, and the crowd gave it instant authenticity.\n\nThe service was great except my waiter let me get this horrible dish, sizzler chicken…imagine chicken and noodles braised in coke…hell no!\n\nThe chicken dumplings however were not just good but exceptional! For that I will even come back despite how terrible the sizzler was…if you go dip in the 2 sauces…AND Ask for the 3rd sauce if you like spicy (dried red roasted peppers)…', 'In one word..Awesome! As per food, they had perfect combination of spices and taste. We ordered Nepali thali, veg noodles, chicken momo, veg momo, naan and one chicken dish and a veg dish. The ambience the so nice, there was a live Nepali music going on, which I absolutely loved!! I would also rate the service a five star! Would love to come back again.', 'Cozy ambiance. Traditional Neplai food. Enjoyed the food and experience. Try at least once if you are craving Neplai food.']",Jackson Heights,Queens,Indian,C
SAPEDA RESTAURANT,"102-43 Queens Blvd, Forest Hills",4.2,6,40.7254336,-73.85032389999999,"['', '', '', '', '']",Forest Hills,Queens,Chinese,A
GIACOMO'S PIZZA AND RESTAURANT,"1505 3rd Ave, New York",4.6,295,40.7779287,-73.9542821,"['Good pizza for a good price. My brother and I came here after a day at the MET and watched some soccer matches while enjoying our food. The staff was very nice and friendly and the service super quick!', 'I can’t comment on the negative reviews but man do I love my pizza and this place is great! Highly recommend. The vodka pizza was way more amazing than we were expecting.', ""Whoa! I have never had a slice of pizza like this in MY LIFE!\nThis might be the best pizza place in all of Manhattan. Not to mention, you can sit and enjoy a slice which is so nice since other pizza shops don't offer a place to sit. The service was phenomenal. Will definitely come back when I want a slice in the area"", 'I love ordering from here! The garlic knots are soooo freaking good. The Penne a la Vodka and Chicken parm are super yummy and the price is very reasonable. The chef salad is huge and I always have leftovers.', 'This is the best pizza place I’ve had in the city. The tomato sauce is so sweet I’ve never enjoyed a Margherita pizza more. Their vodka sauce melts in my mouth. The garlic knots are crunchy on the outside, soft on the inside']",New York,Manhattan,American,A
LAS PATRONAS MEXICAN RESTAURANT,"23-07 Steinway St, Astoria",4.4,54,40.77074959999999,-73.9084314,"['A wonderful Mexican family-run joint. The food is delicious and the cook would go above and beyond to make sure that you leave happy and satisfied.', 'The food was the most authentic I\'ve tasted. I can\'t wait to come back again, not just for the food but for the service and kindness extended to me by the owner; Saul. The negative comments I see here are likely by people who think salt is ""spicy"" 😂 don\'t let it cheat you out of a delicious meal!', 'Great food! Quick. We had a group of 12 and they made the food extremely quickly.', 'Authentic Southern Mexican cuisine in a relaxed family run atmosphere. Chef is friendly and accommodating food was fast fresh and delicious. I definitely recommend', 'Beautifull small place.. you feel very wellcomed, i dont know about mexican flavors, but i thing it was ok.. very good size and flavors.']",Astoria,Queens,Mexican,B
GREAT WALL CHINESE RESTAURANT,"87-12 Astoria Blvd, Queens",4.1,248,40.763896,-73.8817713,"['Ordered at 10pm.. shrimp lo mein, boneless ribs, cheese wontons, and shrimp with veggies. All very fresh and flavorful. Don’t forget to ask about the hot oil.', ""Great Wall is like any other Chinese fast food restaurant in NYC - it's a greasy spoon for quick fare that's a mixture between Chinese, American Latin and Caribbean food. I won't waste your time telling you what's on the menu because you already know.  Once you've been to one of these restaurants you've been to them all. But what you don't know about Great Wall is that they are a vegetarian's dream Chinese food spot. I love this place because they do not skimp on the vegetables at all. The veggies are fresh and plentiful and in every dish. I go here just for the veggies with black bean sauce, garlic sauce or sesame sauce - with a few jumbo shrimps included too BTW.  This is a great place if your in the neighborhood. I wouldn't have you go that far just for the veggies unless that matters to you. But I highly rate this place because they care about the food and in today's world you have to appreciate that much."", ""Today was my first time eating from The Great Wall, I was a little frustrated because it was very loud, and there was a bit of a mistake in the order but they were more than happy to issue me a free replacement, once I tasted the food, it was all well worth it, this was by far the best tasting chinese food we had in a long time. My son couln't stop talking about, we already recomended it to 3 friens. my son grew up eating chinese food for lunch almost every day, he likes it that much."", 'TERRIBLE!!! I am mortified! Today I ordered Spicy Singapore Mei Fun and I received a disgusting surprise in my lunch! I’ve never had this kind of experience with a restaurant before. I discovered a FULL BLOWN ROACH in my food! I am traumatized.', 'I don’t know why people are saying customer service is bad. Cause they were extremely nice. Food is pretty good, less than 15 minutes my food was ready. Went around 1pm and the place was super busy so they definitely doing something right. 9 dollars got me general chicken with rice and soup. Definitely recommend this place.']",Queens,Queens,Chinese,A
ANGEL,"7414 37th Rd, Jackson Heights",4.7,3408,40.7472139,-73.8909126,"['Hidden Hole in the Wall in the Heart Of Jackson Heights . Once upon a time Jackson Heights was called Little India not it’s more of Gold Souk.\n\nBeen trying to check this spot for a while now , went few times and couldn’t do the hour waits . Finally made a reservation and made the trip from Long Island.\n\nWe were greeting and seated at our reservation time. Restaurant is small with about 8 tables. It was very diverse in there , I guess people traveled to eat there.\n\nWe were recommended a few dishes by our waiter but we picked what we wanted . For appetizers we went with Tandoori Chicken , Lamb Sheekh and Lamb Chops . Everything came out fast and sizzling. Portions were great and we barely had room for Main Course . But for main course we decided on traditional Butter Chicken , Chicken Dum Biryani paired with Keema Kulcha and Garlic Naan. Everything was great , it was on the spicier side but I am glad I had it as it was. Also loved the fact that they didn’t tone down the spice level as Indian food is usually spicy.\n\nOverall , I wonder why it’s rated 4.7 out of 5 and trust me it’s better than most of these fine dining Indian restaurants in the city.', ""Angel Indian Restaurant: A Queens Culinary Gem\n\nAngel Indian Restaurant in Queens is a total must-try! Their huge menu is packed with amazing Indian dishes, all cooked perfectly with the best ingredients. You'll have a seriously tasty meal here, but make sure to book online first because it gets super busy! They don't take reservations over the phone, so keep that in mind.\n\nOnce you're seated, you'll be treated to attentive service that complements the true star of the show: the food. Whether you're a seasoned fan of Indian food or looking to embark on a culinary adventure, Angel is a must-visit destination. They even have a  well-deserved Michelin Bib Gourmand too!"", 'The food was really good! The flavor of each dish was great, highly recommend. The service was attentive but also rushed so this is a place where you go to eat and leave, not necessarily stay there for an hour and a half. We were in and out in 45 minutes due to quick service but the place is small and high in demand so it’s understandable why everything needs to be quick.', 'The food the absolutely delicious, I think it’s my best Indian food I’ve in New York. When you close by, you will hear loud music from the restaurant, it brings you to India atmosphere. I ordered both Naan and rich with my dish, it’s a little and very tasty. I finished they all very soon. If you interested, please try Lassi to be drink, because it’s very special drink you ever had.', 'After some hype from close friends we finally ate at Angel. The food was very good and prepared quickly. Comforting and pleasant to eat. We had a cauliflower appetizer, garlic naan, black lentils, and saag tofu. See you again. Thanks 😊']",Jackson Heights,Queens,Indian,C
LIDO HARLEM RESTAURANT,"2168 Frederick Douglass Blvd, New York",4.4,1631,40.8049256,-73.95476049999999,"['I brought my boyfriend here to celebrate his birthday and it was also our first time visiting. We made a reservation and were seated promptly. Service was excellent. We enjoyed the bottomless mimosas and the server made sure to keep them coming. Food was delicious and the restaurant it spacious and super nice. I really appreciate the clean bathrooms as well. Overall 10/10 and will definitely be back to try the dinner menu!', 'Harlem’s Rarest Gem!  From the ambience to the hospitality and the food we were floored. Everything was delicious!! The staff seemed to move seamlessly. This is a definite must go. Our host Ben was a true sweetheart. Add this place to your must do list!!', 'The atmosphere was vibrant with patrons looking happy to be nestled into their seats, enjoying food, drinks and fellowship. The wine was lovely and the eggplant parmesan was light and cheesy with a bed of tangy tomato sauce.  I really wanted to try the grilled kale salad but shared a Caesar salad with my mom instead. She had a simple but delicious spaghetti and meatballs. We liked our short but enjoyable visit to Lido.', 'Lido has been one of my favorite places to eat in Harlem for a good 3-4 years now. I love the clean feel of the space and I enjoy how quiet it can be during the week… great for dining alone!\n\nAll items on the menu are created by author Chef Serena Bass who creates delicious menus , which change with the seasons, and everything, including desserts, are made in-house by Chef Bass and her team.\n\nThe Spaghettini Arrabiata I can have all day everyday, of course I won’t but it’s delicious. Those noodles are perfection and the grilled shrimp are actually grilled \U0001faf6🏼\nThe basil really completes this dish for me✨\n\nThe creamy Parmesan garlic bread is also delicious, the crab cake delicious (it’s unique).. we just need like one more portion of each 🤞🏽😂 The calamari were fresh and although fried they weren’t hard but airy… we like that over here!\n\nThe was the best white sangria I ever had btw, just saying !', 'First time at Lido and I loved everything. I’m lactose intolerant, request a cream-free spaghetti and they were great to offer me a yummy version. Wine list is great and the music is perfect to enjoy a beautiful evening. No reservation needed.']",New York,Manhattan,Italian,B
SIENA CAFE • ITALIAN • BAR • RESTAURANT,"1580 3rd Ave, New York",4.3,713,40.7806806,-73.9529194,"['Such a cute spot!!! The decor is beautiful, the music isn’t too loud. Would recommend to anyone looking for a nice dinner with friends or family. Lovely cocktails - try the Hugo Spritz. I did ask our server’s name but then I immediately forgot it :( She was absolutely lovely. Towards the end of our meal she told us she was a new hire, but we never would have guessed - she was a consummate professional, took excellent care of us and was just generally great.\nThe food is really good! The burger + truffle fries are great, rich and savoury. The lasagna is huge. Very filling. You’ll want to end your meal with an espresso, which here is reasonably priced and well made. I’ll definitely come here again.', 'During the course of a month, I had their Mondays only lobster and salad dinner ($30 + tax)  three times. The first time I ordered it, I asked for it to be steamed, it was delicious. The next time, again steamed, the lobster had no lobster flavor. The third time I ordered it to be roasted, again it had no lobster flavor. The lobster Mondays offering draws a large amount of diners, as a result, the service was been slow each time.\n\nAt another dinner here I ordered the Prince Edward Island mussels in garlic and olive oil, they were very tasty. I did not enjoy them with marinara broth the next time I was there. Their flavor was dominated by the marinara broth. If you order the mussels,  be sure that the waitress writes your order down, otherwise she may bring one with the wrong broth, as was done with me. Pictured below is their filet of branzino ($30) that I enjoyed that evening. The Siena Cafe is located next to a corner deli called Milano Market.', 'I recently had the pleasure of being served by Peter, and I must say, he is an absolute professional! His skill behind the bar is exceptional, and he truly knows how to make guests feel welcome. The ambiance and service were spot-on, creating an experience that was both enjoyable and memorable. Kudos to Peter for making the night exceptional—I’ll definitely be back!!!!', 'I love dining here on Sundays for brunch! It’s an amazing place to hangout, eat have drinks and enjoy great food. The food portion is a lot but it is worth every bite. Trust me!\n\nThe staff are helpful and friendly! I HIGHLY recommend this place!\n\nAnything you order you will LOVE!', ""It's beautifully decorated, service is attentive and very good and drinks were great according to my friends who had bloody Mary's for lunch. The only reason I'm giving 4 stars is because of the portion size of the skirt steaks we received at brunch. My friend and I had skirt steaks  that look like half of what we both should have received. The flavor was great, but the portion size was really disappointing. It's worth considering to come back judging by the other options on the menu.""]",New York,Manhattan,Mexican,B
HELLO! BANGLADESH RESTAURANT (HALAL),"3005 36th Ave, Astoria",4.2,423,40.7569943,-73.9302644,"['Food was really delicious. We got it to go. Friendly service. They seem very busy with plenty of seating. Fairly priced as well. Will definitely stop by again.\nI forgot what the names of the dishes were but they were really good.', '2 words, Kala Bhuna. Had to try after enjoying the home cook version. It is delicious, finger licking good. Highly recommend. Went with the rice and chicken too. Place was clean. Plenty of seating. Service was friendly and very patient as we looked at the hot food and decided what we wanted.', 'I recently visited this restaurant and ordered two biryanis. Unfortunately, I was very disappointed with the food quality.\n\n1.\tThe rice in the white biryani was extremely hard, making it impossible to eat.\n2.\tThe chicken in the other biryani was too tough and not edible.\n\nThis experience was really unpleasant, and I hope the restaurant improves its food quality in the future.', ""i really like this place , on my first day, it seems clean and good place to sit and have lunch or dinner . foods are really nice , not too much oily or too much spicy but i like their food . i’ll try again and recommend for everyone.\nalso customer service are very welcoming and good hospitality .\nand pilau , chicken roast must try\nsecond review :\nI recently had a wonderful dining experience at this Bengali restaurant, and I can't recommend it enough! The atmosphere is clean and inviting, making for a pleasant meal.\n\nI tried the goat biryani, which was flavorful and perfectly cooked, and the chicken roast with polao, which was simply delicious. The shami kebab was good, though not as standout as the other dishes. However, the highlight for me was the yogurt served in a clay pot—it was absolutely fantastic!\n\nThe staff were incredibly friendly and attentive, adding to the overall positive experience. If you're looking for authentic Bengali cuisine, this place is definitely worth a visit!"", 'You can’t get any better Bangladeshi restaurant at this price in New York. Staffs are also awesome and well behaved. Food is great. But the atmosphere sometimes gets noisy for some people which is not their fault anyways. Highly recommended.']",Astoria,Queens,Mexican,B
QUEENS HIGH PEARL,"82-22 45th Ave, Elmhurst",4.3,193,40.74162159999999,-73.88210670000001,"[""This great little family-owned restaurant has been a staple in Elmhurst for years, serving up amazing and affordable food. This isn’t your typical American-Chinese fare; this is the real deal. While they do offer dishes like chicken and broccoli, that’s not why you come here.\n\nThe simplicity of the cooking is what makes the food amazing—sometimes, you don't need to overcomplicate dishes. Their lobster is particularly impressive, varying in season to give it a sweet taste, and it's quite affordable. Everything here is cooked to order, so don’t hesitate to ask for recommendations. They know what people will like and won’t like."", 'Pretty good place for chinese food when you have a large party. My favorite dishes are the three color egg and the walnut shrimp with mayo (the sauce is really good). The soup is a little like congee. The white meat in chicken is a little dry. My least favorite is the fried rice.', 'super great food! Taste of authentic chinese cuisine ! super affordable. Portion sizes are family style . If you are in new York definitely need to stop by to taste fast service, lively environment and importantly great food !', 'Good Chinese food. Really local. Family style.', 'Authentic Cantonese cuisine in the heart of Elmhurst off Broadway. Plates were big and everything we ordered came out in less than 15 minutes. Waiter was quick and responsive to our needs. Friendly staff overall. Will come back again to enjoy a hearty and fulfilling meal with family and friends.']",Elmhurst,Queens,Chinese,A
HUI,"314 E 70th St, New York",4.5,352,40.7669444,-73.9585075,"[""Take-out Review Only\nI ordered via Grubhub and the order was ready within 10minutes! I thought that the soup dumplings were amazing in terms of the flavor, softness of the meat, and amount of soup. The filling inside falls apart and is not congealed, which tells me it's a fresh dumpling. I think the skin could be a little thinner.\nI also ordered the Beef w/ organic mushroom & black pepper. Every single cut of the beef was *extremely* tender and well seasoned. The mushrooms were fresh and the sauce was just right.\n\nI will definitely be ordering from here again!"", 'I came here for lunch but ordered from the chef’s special since the lunch specials featured cliche westernized Chinese food and I was looking for more traditional sichuan cuisine. I ordered the boiled fish and it was mostly okay, and the soup dumplings were a bit too chewy compared to the great ones I’ve had in the past. Overall, decent spot if you’re nearby', 'Fantastic food. Braised whole fish was one of the best in years. Baby eggplant also great. Highly recommend it!', 'Their Sichuan food are the best in upper east side. Love their fish and vegetable dishes. Also the price range is very good.', 'I started coming here when I discovered this restaurant in February 2023.  It has become my go to Chinese restaurant whenever I’m in New York , which is often.  I’ve waited a year before writing a review.  They have a very friendly staff who are welcoming and always smiling.  I love the whole snapper and the fried rice is the best I’ve had in the city.  They also have great cocktails , especially the lychee martini   All cocktails are $14.  Can’t beat that anywhere in the city.  The room is cozy with soft jazz playing.  I have only come for the lunch but I definitely recommend for the food, drinks and great service. On a side note, I’ve noticed most of the patrons are Asians.  That is always a good sign that the food is authentic. I read a review where the writer said she was hassled for a tip.  I have been to the restaurant easily ten times in the last year and NEVER have been disappointed.']",New York,Manhattan,Mexican,B
PAKSHALA RESTAURANT & GRILL,"8120 Broadway, Elmhurst",4.8,231,40.7429826,-73.88344529999999,"['I was taken aback by how the lady behind the counter was more concerned with her personal video call than packing up my order and processing my payment; my order was sitting there (I ordered by phone in advance for pickup, during which the lady taking the order seemed distracted and irritable) and she took her time attending to her video call, with her phone propped up on the counter, before finally slowly packing the items up as I stood there waiting to pay for my order. It seems this is the norm unfortunately, and perhaps these personal distractions are the reason I wasn\'t given the samosas I ordered when I came a previous time (although when I came a few days later they did give them to me). While the workers and the manager here generally seemed nice, this is another incident of terrible customer service.\n\nAs for the food, I thought it was fairly decent. It is standard Bangladeshi style food (even their ""Indian"" and ""Western"" dishes), and if you like Bangladeshi food, then you would probably also enjoy the food from this restaurant.  I ordered chicken biryani, pakshala mixed grill platter, samosas and naan. The samosas were very tasty.\n\nI appreciate how this restaurant is open late, unlike a lot of other places.\n\nI did not like how they changed additional fees for paying by credit card.', 'I tried so many times, But I always forgot to take pic. So I felt guilty for not giving reviews.\nPAKSHALA’s food really fresh & delicious.\nRecommend for Lollipop Malai, kabab & Salmon fish', 'One of the best Kacchi in NYC. Since they are open, I have been coming here almost every single week few times. Their food quality is always the same and fresh. I love this place❤️. Highly recommended.', 'Food is absolutely delicious! We ordered Pakshala Special Mix Kebab platter, and Chicken roast Pulao- very flavorful. The price is very reasonable for the amount and quality of the food. Small restaurant but I think it will take off quickly!', 'If you like to get the most delicious Indian and Bengali dishes (Kebabs , grills, biryani’s, vegetables and many more) in NYC you should check this restaurant out. Their foods test perfect and made of fresh ingredients. I just love to eat here. Also it’s all Halal food here.👍🏼']",Elmhurst,Queens,Mexican,B
NEW MAMA’S RESTAURANT,"3708 73rd St, Jackson Heights",3.3,178,40.7485438,-73.8928799,"['Bengali Food after a long day is always so comforting. Great meal and amazing quality and taste. Would come back again!', 'As a Bangladeshi, I always try to check out different Bangladeshi restaurant whenever I visit NYC.  Usually I love most of them & give them good review. But recently, this restaurant disappointed me a lot. Their foods are very average while the service is not enough good. The atmosphere is not hygienic. The way they serve the foods also is not very welcoming and clearly show lack of care.\n\nAnyway, let’s talk about the foods. The beef tehari had more than enough beef pieces in it but the meats were very hard to chew for me. The amount was good too. The Morog polao and rui fish were average. I must say, the kachki fish curry is far better in other Bangladeshi restaurants. And lastly, who on earth cooks rupchada fish with string beans! That was totally eww for my tastebud! Their Chana jilapi, kalojam & 2/3 other sweets were also below average.\n\nDefinitely I don’t recommend this restaurant & won’t go further by myself!!!', 'yesterday I bought some snacks like vegetable rolls, poori, singara….it was very bad, old stuff inside, very disappointing!', 'Been going here a lot lately and I must say they keep their flavor & salt level the same EVERY time. I tried almost everything there except their biryanis. Their veggie dishes are the best. I have some iftaar photos & they had a ton of great options! I will go back again.', 'Worst experience. Food is left over from other days. They heated in ovenbefore serve, even they claim just come out of kitchen. Very small portion, not enough for kids. Old used/dried and become reddish salat, when we refused to take it they just serve to next table. But the lettuce was dried up. Rice is cooked days before kept in hot pot. Cooking quality is poor not enough salt or spices seems like just boiled with lots of tomatoes as spices . They definitely need to improve.']",Jackson Heights,Queens,Mexican,B
QRICO LATIN RESTAURANT-57-03 JUNCTION BLVD,"57-03 Junction Blvd, Elmhurst",3.3,68,40.7364268,-73.8655599,"[""Pretty upset with my lunch today. Ordered chicharron and the skin is completely covered in hair. What's the point of getting chicharron if you can't eat the skin? A quick once over with a knife during preparation would have solved this problem. Usually, it's very good but I don't know what happened today. Feels like a waste of my money"", 'Their food is typically good, but I dont understand what’s going on with the plantains. I ordered a combo 1 and they sent me black plantains. Like how do you give out food that looks like this ????', ""The purpose of this review is not to hate or harm this business in any way. That being said, I hope you take this review as an informative review.\n\nAtmosphere: This place is a small restaurant, clean for the most part, and you'll feel like you are in a Latin American restaurant right away.\n\nService: So, service can vary depending on which lady is taking orders. The times I've been there, a lady has been really wonderful in every way. There are also other ladies that simply take your order with a face that expresses stress and discontent. Thus, minus one star. I really don't mind them because you see that kind of people everywhere. Overall, I can say that I haven't felt any sort of disrespect from them. I do think there is always room for improvement.\n\nFood: There is a mixture of good and not so good food here. First, let's point out the good side. The broiled chicken, which they call it baked chicken, is pretty good. Some dishes from their breakfast and daily lunch menus are good. Their sandwiches are big and good as well. Sometimes, they usually give a small free side. For example, today was a small salad, another day was guacamole, and one day, I remember they also gave corn chips. Now, the not so good side has to do with the seasoning. It might be personal preference, but they do have some dishes that are a bit saltier than others. It happened to me with a soup. Most of the food from the sideboard, except the rice, is also a bit oily. So, you can imagine who your plate will look like if you chose three things that sautéed with oil. I usually choose one and make my own salad. I also wanted to order a fruity bowl, but they didn't have it. Lastly, the portion of the rice is overwhelming too much. You have to ask them not to serve you too much rice because you end up with more rice than the two sides. Thus, minus one star.\n\nPrice: Prices can range between 3.25 and 27.50. Depending on what you want and taking the factors above into consideration, I'd say prices are decent."", ""Food was ok, nothing to rave about. Moro rice unfortunately tasted like 'instant' and lacked flavor. Meat was tasty but salty. Lunch prices are different based on what meat you choose. I'd give it another try 😉. Oh and the woman serving can be a little nicer, she seemed annoyed by questions but with no menu and the restaurant being new you can expect customers to ask about prices and what items are."", 'This place seems solid. I can’t comment on how the food tasted but we came in because they just opened and the service was friendly. The food is typical Latin American food- rice, beans, meats, stews. The space is decent sized with a good amount of seating available. Would be a good option if you’re looking for a quick bite']",Elmhurst,Queens,Mexican,B
LA PEQUENA TASTE OF ITALY PIZZERIA & RESTAURANT,"3772 90th St, Jackson Heights",3.7,176,40.74858649999999,-73.87675360000001,"['I always get the pernil here, the skin is always crispy and the flavor is on point, get the white sauce on the side and put a little on your rice, its amazing. I have not tried the pizza here but the hot food buffet is amazing', 'My grandma recommended me this place and I love it! The staff are nice and the taste of pizza brings me back my good-old-day pizzeria in my hometown! Love it🥰', 'Service does not come with a smile but huge attitude from this short blondish cashier.', 'Pizza is very bland. Had little to no sauce on it. It’s $3 a slice which is normal these days but definitely not worth it. I haven’t been here in many years and I was hungry so I gave it a try again but I won’t be back. Also Rude cashier. I wonder if it’s the same rude girl I encountered when I used to call my order over the phone more than 5 years ago.', 'I regret buying here! Don’t be cheap!!! Add the correct amount of marinara sauce! Never ever going back there! Nasty service too.']",Jackson Heights,Queens,Chinese,A
EL TINA HARLEM RESTAURANT,"511 W 125th St, New York",4.6,1233,40.8139344,-73.9565123,"['Food here is amazing! Options are endless and authentic. I moved to Texas a year ago and while visiting this weekend I HAD to stop here and get lunch and orders to take back home. Cariña took very good care of me. She was so sweet. I went to a different place yesterday and it did not deliver the way Tina’s always does. Love them!', 'It is a busy place. Fast pace. Food waste tasty authentic Dominican flavor🇩🇴. The waitress was friendly. Space is tide. Yet enough table & seats to enjoy your meal.\n\nWe were too hungry forgot to take a picture of the food. I show you the receipt for ideas of pricing. 😄💖', ""What can I say, it's a great Spanish spot we saw on the way back to the hotel. Service was great, the staff was helpful and the portions were like your Spanish friends grandma over feeding you. It was all delicious, and very tasty, chicken was amazing, as was the chicharron. Loved it and the piece was huge. We ordered dinner portions by accident, but still ate quite a bit.\n\nWould not hesitate getting food from here again."", ""I was doing my walking routine with my walking partner, and we ended up walking farther than we expected. We were hungry and wanted Dominican breakfast. We were going to get an Uber to take us to Washington Heights. As we were looking for an address to put on the app, we noticed this location. We got the breakfast we wanted and the passion fruit juice that was delicious. The servicer need to work on their customers' service policy. All credit goes to the kitchen staff for their delicious food."", 'I love this spot. They have amazing oxtail and they’re generous with the portions. The black beans have so much flavor, and the service is always friendly and welcoming. I really feel taken care of every time I come in. I love Karina, she always wants to make sure I have everything I need and is very attentive. I can’t wait to come back and try everything on their menu eventually!']",New York,Manhattan,Mexican,B
CARMINE'S ITALIAN RESTAURANT - UPPER WEST SIDE,"2450 Broadway, New York",4.4,6418,40.7911121,-73.9739901,"['I recommend making reservations if you’re going during weekends and during special occasions. Came here during the marathon weekend and it was packed! Otherwise, this location tends to have openings compared to Times Square.\n\nSuper big portions (family style) and good food. I highly recommend the antipasti selection. Can’t really go wrong with anything on the menu.', 'The gluten free pasta wasn’t the best but it can be a hit & a miss with that. The salad was awesome! Same for the calamari & baked mussels! Portion is crazy more than enough for two ppl, I would say more family style of dinning.', ""We had an amazing dining experience at Carmine's Italian Restaurant on the Upper West Side. The food was absolutely delicious, and the drinks complemented the meal perfectly. We enjoyed so much food that we had to take some home! The portions were generous, and everything was full of flavor. We truly enjoyed our dinner and will definitely be returning. Highly recommend for a fantastic Italian meal!"", 'Wowwww each plate is large enough to share. It was so much food we had to pass on desserts. The wait staff and manager were amazing constantly checking on our table.\n\nThe manager even cleaned off plates from the tables which is amazing because normally managers stay in the back and it was great to see the interaction with everybody in the restaurand that she supported her staff by actually helping clear off tables and talking to the guests.\n\nI give this restaurant 10 stars, and I highly recommend it. We will definitely be back.\n\nOur waiter was awesome and took the time to explain how large the dishes are so that we did not overorder are food?There were 6 of us.We ordered three meals and we still had tons of food left over.', ""Carmines Upper West Side 91st Street on Broadway is a great place for larger groups to enjoy Italian cuisine.  The menu has all of the basic Italian food dishes. The selections are served family style. I think this adds to the conversation and family friendly atmosphere. The food is remarkably well prepared. I thought the spaghetti carbonara was excellent. It can be a difficult dish to get right. Some restaurants will take shortcuts that will impact the flavor of this gourmet dish. The rigatoni bolonase was ok. The Carmines salad and the cold antipasto were both wonderful dishes. My guests commented that they should not have filled up on the bread! The bread is very moist and tasty. However, the salads and the main dishes are pleantyful. I will repeat the advice from my guests. Do not fill up on the bread! Carmines is not a first choice for quiet dinnertime conversation! The place is full of chatter from the other tables. You will hear people singing happy birthday mixed with general crowd noise. Yes it can be noisy at times, but it is a happy noise that doesn't seem to get in the way of nearby conversation.  All in all, the food was delicious and the experience for my first time guests was a pleasant one. They were very happy with the food and the dining experience.""]",New York,Manhattan,Italian,B
CARIDAD RESTAURANT,"3533 Broadway, New York",4.0,1024,40.8262205,-73.9509336,"['The food was delicious. The service is superior. Our server Victor really paid attention to every detail. They serve traditional Dominican and American. We held a small meeting on the 2nd floor. The Best!!! Thank You Caridad ❤️', ""I came in around 2:30pm. We ordered from the brunch menu. Thankfully, it didn't take too long to receive our food but we received our main dish immediately after receiving our appetizer. We didn't get salad dressing with the salad that came with our appetizer and we had to wait a while to get it. Then we had to wait a long time to have them clear our dishes and bring our dessert. It was about 45 minutes or more. It took them so long to bring our check. My friend had to go and help her walk out. When they finally took the payment, it took a long time to get my card back even though I saw him give another table their card back before me. Last but not least, the music was so loud, I couldn't talk to my friend right next to me. The live music is nice, the singer is talented but extremly overwhelming and defeating the purpose of the music, which is to bring people together... I couldn't talk to my friends who I hadn't seen in a long time. The food was tasty but a very small portion. The Churro was very greasy. the soup was great. The server was nice but he seemed overwhelmed and doing too much. It was frustrating waiting for so long. I thought we would be there for 2 hours...but it was more like 3 hours. it seemed really disorganized. Please do better."", 'I always get their lunch special rotisserie chicken with a side of their sweet plantains. If you can find yourself a good ginger beer it really makes the dish pop! The savory paired with the sweet always hits the spot. These dishes feel like family recipes too and give comfort food vibes. I usually only grab to-go but the staff seems very friendly every time I pick up.', 'The food was truly amazing 🤩 and the service with Victor was 10/10 always on time. My siblings are picky eaters but the actual enjoyed everything we got. We will be back again soon.', 'I love this place. Everyone who works here is very nice. I placed an order for delivery and they sent me some Halloween candy with my order. So very thoughtful. They always have fresh good quality food as well. Will always order from here']",New York,Manhattan,Latin American,A
